student_base_elo,last_question_difficulty,session_accuracy,current_streak,avg_time_taken,target_difficulty
1458,1419,0.41,0,9,1426
828,872,0.27,0,26,838
981,1022,0.55,0,38,1030
1767,1806,0.33,0,13,1800
1611,1548,0.74,3,31,1674
1021,994,0.69,1,53,1032
1522,1668,0.65,2,43,1750
1424,1554,0.67,1,12,1630
1497,1362,0.48,0,57,1339
1489,1377,0.26,0,13,1361
1848,1710,0.69,1,30,1768
1992,1877,0.81,7,34,2134
1155,1263,0.73,0,48,1278
1362,1397,0.26,0,28,1361
925,822,0.47,0,55,798
1204,1099,0.51,0,47,1080
974,825,1.0,8,55,1120
1257,1343,0.79,3,27,1476
1002,949,0.68,1,24,1006
1507,1371,0.82,5,10,1589
1581,1454,0.51,3,26,1546
1454,1395,0.75,2,24,1492
1692,1619,0.84,6,6,1870
815,854,0.41,0,32,840
1194,1221,0.92,3,46,1354
1708,1599,0.72,3,26,1722
1405,1527,0.33,0,26,1502
1678,1674,0.85,8,6,1986
1618,1635,0.33,0,30,1610
1811,1835,0.49,0,22,1834
911,875,0.54,0,12,901
941,928,0.56,0,13,957
1644,1699,0.44,0,16,1690
824,709,0.86,2,45,823
1565,1479,0.76,2,34,1578
1735,1709,0.34,0,29,1685
1060,957,0.66,1,53,991
1533,1546,0.39,0,45,1530
1855,1726,0.29,0,44,1694
1680,1584,0.87,5,53,1770
1831,1719,0.29,0,44,1688
904,877,0.32,0,22,850
1084,1206,0.99,2,56,1320
1495,1528,0.4,0,21,1513
978,939,0.83,2,6,1068
1512,1542,0.72,0,54,1555
1971,2018,0.82,8,17,2306
1513,1534,0.89,5,44,1742
801,790,0.68,1,34,847
1710,1627,0.52,1,22,1660
1465,1324,0.88,5,33,1531
1055,962,0.76,0,43,1001
1974,2062,0.31,0,50,2014
1900,2008,0.54,0,14,2034
873,954,0.84,6,31,1185
1195,1189,0.87,8,24,1484
1576,1523,0.66,2,11,1627
1841,1843,0.38,0,9,1845
919,958,0.56,1,43,997
1992,1879,0.28,0,24,1846
1505,1479,0.44,0,6,1490
812,956,0.26,0,6,940
989,1057,0.58,3,41,1159
1230,1234,0.62,0,22,1252
1783,1859,0.52,0,15,1862
1554,1530,0.36,0,53,1489
1688,1659,0.83,2,46,1748
1910,2048,0.97,8,32,2358
1940,1891,0.28,0,24,1858
805,658,0.61,2,36,734
920,884,0.56,3,34,983
1540,1617,0.77,3,54,1728
884,833,0.8,1,53,888
925,1019,0.34,0,59,975
1382,1241,0.73,1,9,1326
1025,1063,0.55,0,12,1090
1804,1763,0.65,3,19,1876
1334,1378,0.49,0,14,1396
1437,1532,0.25,0,11,1514
1992,1945,0.91,6,58,2166
1483,1350,0.73,2,57,1424
1432,1415,0.78,0,44,1457
1570,1655,0.41,0,38,1642
1464,1347,0.62,0,18,1365
1256,1396,0.47,0,51,1372
1284,1203,0.9,2,55,1303
931,865,0.22,0,51,803
1046,1141,0.61,0,9,1178
1991,2113,0.31,0,15,2084
1861,1887,0.9,2,15,2007
1416,1512,0.99,8,60,1806
1558,1584,0.43,0,51,1554
1973,1902,0.59,0,10,1936
1991,1848,0.3,0,18,1818
1760,1728,0.53,0,33,1732
1676,1606,0.48,0,36,1603
1273,1184,0.41,0,52,1150
1538,1564,0.26,0,14,1548
1515,1415,0.24,0,36,1376
1379,1360,0.66,3,22,1474
919,863,0.62,3,9,991
1315,1207,0.86,2,49,1301
1995,2026,0.24,0,55,1967
1119,1040,0.98,5,32,1262
813,835,0.81,4,56,982
1084,1042,0.65,2,43,1124
883,855,0.24,0,11,836
1109,1080,0.79,3,48,1194
1717,1699,0.55,1,46,1716
1641,1650,0.35,0,21,1628
1251,1197,0.57,1,7,1258
919,862,0.78,3,26,994
996,1096,0.9,4,10,1296
1682,1750,0.55,2,11,1838
1316,1276,0.86,8,42,1570
959,845,0.72,0,57,858
1981,2025,0.94,3,41,2181
1120,973,0.22,0,56,911
1059,1083,0.83,8,33,1372
1640,1787,0.35,0,18,1764
1321,1397,0.55,3,22,1494
1177,1118,0.7,2,38,1208
1847,1936,0.63,0,29,1956
1264,1239,0.68,1,12,1316
920,1040,0.29,0,25,1008
1134,1155,0.79,1,30,1228
927,899,0.51,0,34,900
1570,1447,0.26,0,35,1411
1748,1871,0.54,0,53,1857
1851,1706,0.84,8,15,1997
1397,1520,0.78,3,16,1652
1699,1742,0.42,0,9,1750
1752,1630,0.23,0,16,1590
870,857,0.58,2,35,929
1090,1175,0.97,3,22,1336
1656,1785,0.83,6,50,1994
1031,1059,0.61,3,28,1166
1285,1318,0.31,0,24,1290
1376,1499,0.71,3,27,1620
1328,1301,0.86,7,35,1565
829,717,0.34,0,9,713
845,719,0.91,4,34,900
1287,1285,0.49,0,52,1264
1242,1228,0.87,6,50,1444
890,825,0.68,3,54,922
1682,1800,0.39,0,55,1764
1254,1266,0.58,1,39,1308
1888,1833,0.39,0,7,1836
1148,1227,0.61,3,52,1314
1312,1431,0.97,3,49,1572
1399,1464,0.63,1,43,1514
1746,1755,0.26,0,19,1719
1897,1828,0.53,2,6,1912
1028,992,0.62,1,52,1020
1547,1655,0.3,0,49,1605
1585,1714,0.24,0,37,1675
900,888,0.56,2,10,977
1860,1994,0.79,1,29,2068
1559,1649,0.36,0,5,1648
849,725,0.9,4,39,905
1359,1409,0.94,8,35,1715
1996,2105,0.32,0,52,2058
1069,938,0.83,3,7,1098
1543,1652,0.24,0,27,1613
1358,1470,0.46,0,22,1464
1030,921,0.77,2,40,1022
1040,974,0.79,2,31,1078
1889,1743,0.51,0,54,1724
1981,1838,0.9,2,12,1978
1346,1326,0.33,0,12,1320
1220,1132,0.45,0,31,1124
1953,2078,0.36,0,47,2037
851,776,0.54,1,35,812
1239,1122,0.71,2,18,1214
1592,1603,0.38,0,5,1605
1254,1205,0.51,2,19,1266
1449,1476,0.31,0,9,1468
1229,1194,0.57,1,28,1234
1506,1511,1.0,4,54,1686
1636,1654,0.33,0,14,1648
996,968,0.91,3,56,1100
1440,1401,0.63,1,57,1430
1282,1227,0.32,0,17,1200
1747,1882,0.22,0,47,1820
1025,1104,0.58,2,40,1176
867,848,0.72,2,15,941
1491,1446,0.49,0,30,1444
1861,1979,0.23,0,36,1938
825,906,0.29,0,58,854
1070,977,0.81,8,23,1264
1011,923,0.45,0,47,896
1151,1030,0.37,0,31,1010
1560,1555,0.22,0,15,1513
1158,1228,0.48,0,13,1245
1237,1144,0.77,2,19,1244
1430,1390,0.47,0,8,1406
1995,2062,0.48,0,16,2059
1203,1095,0.87,5,26,1300
1548,1443,0.26,0,16,1407
822,849,0.33,0,51,804
1245,1390,0.38,0,12,1392
1565,1519,0.58,3,55,1601
857,824,0.58,3,34,926
1903,1976,0.5,0,7,1996
1987,2011,0.49,0,21,2010
1986,2111,0.35,0,50,2068
1384,1500,0.99,5,50,1704
947,979,0.39,0,5,982
1165,1052,0.53,2,59,1096
1961,1819,0.52,3,13,1932
1738,1753,0.64,2,45,1834
1552,1444,0.31,0,16,1416
1321,1296,0.84,5,16,1497
1417,1323,0.44,0,59,1294
960,979,0.26,0,43,943
1980,1867,0.62,3,57,1955
1373,1301,0.23,0,36,1260
1183,1105,0.66,0,27,1129
1239,1106,0.44,0,50,1077
813,911,0.56,0,15,920
1729,1726,0.3,0,53,1676
836,829,0.48,0,5,846
1790,1710,0.87,8,43,2006
1173,1317,0.36,0,60,1276
894,761,0.77,2,7,882
1452,1393,0.29,0,22,1362
1083,1038,0.89,2,37,1156
1860,1857,0.74,2,45,1953
1772,1769,0.77,1,47,1820
999,875,0.49,0,55,854
1143,1215,0.32,0,57,1168
1045,1089,0.77,3,6,1240
1879,2012,0.59,0,59,2006
1884,1778,0.65,0,46,1780
1878,1859,0.59,2,42,1932
933,1054,0.46,0,27,1048
1168,1138,0.76,2,46,1217
1855,1859,0.49,0,26,1858
1087,1154,0.41,0,7,1160
1913,2040,0.58,3,48,2122
1736,1882,0.42,0,16,1870
1606,1744,0.75,1,7,1832
1427,1557,0.59,1,36,1600
1406,1503,0.44,0,56,1474
1545,1636,0.41,0,25,1622
1395,1356,0.63,2,42,1436
1411,1296,0.73,1,34,1360
1249,1318,0.26,0,60,1262
1246,1390,0.41,0,60,1356
1499,1607,0.99,6,35,1860
1916,1877,0.4,0,17,1862
867,794,0.5,0,20,794
1970,1976,0.25,0,6,1958
1390,1325,0.51,2,31,1386
1875,1849,0.75,3,47,1956
1158,1132,0.52,0,13,1155
1594,1500,0.27,0,25,1466
1659,1580,0.53,2,14,1664
1924,1911,0.53,3,35,2006
1408,1300,0.86,6,31,1534
1725,1834,0.93,2,35,1958
1264,1116,0.46,0,34,1110
1074,1088,0.41,0,17,1074
1588,1667,0.28,0,14,1654
1470,1581,0.5,0,55,1561
1538,1578,0.83,4,16,1748
1590,1614,0.95,4,33,1802
882,1019,0.88,3,48,1146
1749,1755,0.81,2,40,1862
858,908,0.55,0,30,916
1889,1740,0.45,0,26,1732
1001,1013,0.57,2,54,1064
1310,1368,0.52,0,58,1351
1505,1399,0.66,1,49,1433
1014,891,0.79,0,48,914
1092,989,0.43,0,13,998
1455,1408,0.75,1,51,1456
1109,1243,0.68,0,59,1250
961,990,0.21,0,9,966
1741,1626,0.33,0,7,1620
1004,1007,0.32,0,56,960
1084,1078,0.73,0,14,1132
1967,2055,0.2,0,26,2010
1316,1225,0.84,2,20,1336
1767,1773,0.24,0,41,1734
875,906,0.48,0,19,903
1796,1841,0.51,3,18,1932
1652,1715,0.73,0,46,1730
1005,926,0.79,3,33,1060
1158,1058,0.54,3,33,1154
1712,1842,0.28,0,23,1809
1759,1776,0.73,3,34,1900
888,752,0.82,4,10,940
889,773,0.29,0,40,742
1716,1692,0.8,3,43,1827
1082,1224,0.9,3,37,1374
1120,974,0.53,2,8,1058
1919,1814,0.96,2,52,1923
1484,1489,0.95,8,13,1816
1599,1692,0.49,0,9,1710
1532,1661,0.22,0,58,1599
1230,1109,0.52,0,57,1092
1330,1378,0.59,2,47,1432
1670,1611,0.61,3,54,1698
1308,1365,0.72,1,22,1428
964,942,0.75,2,50,1020
1627,1694,0.76,2,53,1773
1441,1412,0.55,0,7,1440
1270,1205,0.66,3,47,1299
1497,1530,0.97,6,8,1800
813,666,0.58,0,18,678
1023,1170,0.29,0,50,1118
908,827,0.7,1,43,887
1461,1476,0.96,6,12,1745
1610,1574,0.84,5,8,1795
1501,1576,0.79,1,30,1650
1578,1721,0.25,0,34,1684
885,944,0.27,0,41,910
1320,1447,0.35,0,33,1424
1412,1487,0.92,6,52,1710
1185,1120,0.43,0,56,1090
1946,1897,0.26,0,14,1881
834,762,0.46,0,21,756
1299,1417,0.93,7,57,1672
1313,1287,0.27,0,50,1232
1037,1034,0.37,0,5,1034
1506,1381,0.57,1,39,1422
1554,1512,0.52,0,41,1515
1583,1591,0.29,0,8,1580
1387,1526,0.58,3,26,1628
1776,1722,0.4,0,29,1707
1408,1452,0.79,3,25,1586
1127,1054,0.26,0,18,1018
1052,909,0.36,0,56,868
1739,1732,0.93,4,20,1916
1078,1027,0.47,0,47,1002
1664,1661,0.83,2,41,1770
1256,1137,0.6,0,17,1152
1294,1295,0.48,0,37,1292
1781,1831,0.97,2,21,1962
1614,1561,0.4,0,8,1566
1117,1049,0.75,0,13,1106
1496,1428,0.86,6,41,1662
1449,1461,0.63,2,30,1540
816,863,0.38,0,16,845
1635,1619,0.36,0,47,1578
1527,1435,0.21,0,18,1392
1607,1494,0.21,0,19,1450
1782,1795,0.41,0,28,1782
1847,1922,0.5,0,10,1942
1896,2014,0.41,0,21,2000
1599,1719,0.97,3,14,1900
1655,1590,0.66,0,36,1614
1135,1172,0.28,0,10,1159
1458,1393,0.28,0,44,1360
1886,1840,0.65,3,28,1952
1844,1791,0.27,0,57,1736
1028,1111,0.47,0,54,1086
1516,1379,0.21,0,16,1336
1425,1575,0.46,0,33,1569
848,942,0.85,7,44,1204
1559,1680,0.58,2,26,1752
1608,1710,0.26,0,53,1654
1155,1116,0.49,0,19,1114
1056,983,0.51,2,25,1044
1724,1618,0.21,0,28,1574
950,859,0.9,5,29,1069
839,873,0.48,0,9,890
994,857,0.51,1,5,908
939,850,0.26,0,36,814
1568,1497,0.34,0,48,1453
1177,1182,0.82,5,39,1380
1033,999,0.55,2,55,1046
1853,1833,0.38,0,11,1835
1465,1353,0.84,2,8,1484
1689,1806,0.55,1,25,1844
1660,1760,0.21,0,48,1696
1787,1851,0.68,3,10,1988
1874,1982,0.85,7,27,2244
1065,1050,0.69,3,48,1148
1980,2108,0.31,0,18,2080
1501,1626,0.69,1,5,1704
1284,1308,0.35,0,36,1286
1959,1900,0.98,6,10,2172
1764,1697,0.29,0,13,1686
1566,1676,0.41,0,40,1662
1193,1153,0.37,0,6,1154
1615,1688,0.86,8,22,1982
1115,1211,0.86,8,40,1505
1031,1097,0.57,0,44,1108
1267,1293,0.29,0,8,1282
1363,1504,0.53,1,12,1558
1132,1031,0.71,1,33,1092
1727,1714,0.83,3,59,1834
1480,1506,0.52,1,48,1519
1756,1830,0.43,0,27,1820
1085,971,0.4,0,6,976
1941,1795,0.88,5,44,2002
1267,1176,0.7,0,25,1206
1936,1922,0.98,6,60,2154
1155,1153,0.59,0,49,1146
996,1126,0.6,0,15,1141
1398,1271,0.95,5,44,1488
1729,1832,0.77,2,17,1932
1513,1417,0.91,8,30,1718
1762,1731,0.68,3,21,1848
1223,1151,0.99,4,33,1344
1565,1564,0.68,1,31,1621
1793,1914,0.68,2,48,1981
1085,1180,0.76,2,42,1279
1405,1503,0.96,5,24,1722
1501,1400,0.75,0,55,1418
1288,1283,0.7,0,22,1313
1490,1579,0.79,0,34,1622
1626,1577,0.64,1,30,1628
1013,1137,0.46,0,20,1131
900,865,0.98,2,7,1017
894,863,0.98,2,48,975
1169,1310,0.4,0,27,1295
1544,1560,0.55,0,52,1548
1233,1302,0.76,3,26,1431
1596,1555,0.58,2,53,1607
1097,975,0.48,0,58,952
1319,1403,0.49,0,6,1422
1480,1591,0.49,0,11,1610
1408,1375,0.22,0,12,1353
861,971,0.24,0,43,932
1946,2034,0.79,3,37,2168
1530,1565,0.53,2,53,1610
1388,1300,0.34,0,12,1296
1840,1708,0.83,8,9,2018
1850,1770,0.77,1,60,1820
1648,1522,0.65,1,59,1554
1495,1612,0.54,1,36,1648
942,1062,0.25,0,41,1024
931,840,0.97,6,28,1090
1872,1753,0.29,0,41,1722
1110,1042,0.28,0,16,1009
1594,1588,0.3,0,38,1558
1196,1051,0.55,0,29,1058
1988,2087,0.88,2,17,2204
1487,1414,0.29,0,9,1402
885,800,0.26,0,48,744
1347,1204,0.95,8,21,1512
1597,1507,0.58,1,51,1529
1207,1160,0.51,2,26,1222
801,874,0.71,3,18,996
1547,1613,0.33,0,50,1568
1921,2041,0.83,8,51,2310
1061,937,0.46,0,46,911
988,1108,0.41,0,21,1094
1721,1830,0.77,3,21,1960
1657,1798,0.66,1,10,1872
925,779,0.76,2,16,878
1149,1200,0.95,4,48,1368
1388,1455,0.77,1,8,1546
1114,1104,0.32,0,25,1077
1478,1408,0.51,1,24,1440
1773,1755,0.22,0,43,1713
1195,1052,0.48,0,24,1049
1958,1920,0.75,3,45,2048
1760,1848,0.89,7,40,2116
1818,1858,0.48,0,41,1855
1815,1847,0.98,3,37,2009
1234,1100,0.69,1,22,1158
1933,2011,0.32,0,51,1964
1455,1441,0.58,0,33,1453
1444,1524,0.71,2,6,1636
1178,1160,0.32,0,56,1113
1190,1178,0.74,0,46,1194
862,935,0.38,0,39,917
1027,1133,0.69,3,15,1252
1288,1378,0.33,0,28,1352
848,918,0.42,0,51,886
1379,1348,0.21,0,36,1304
1852,1706,0.35,0,53,1664
1166,1139,0.49,0,17,1138
1903,1998,0.52,1,33,2031
1593,1679,0.42,0,53,1647
934,861,0.69,0,39,890
813,675,0.31,0,12,666
1113,988,0.52,0,35,991
1912,2035,0.74,0,9,2091
944,1026,0.7,2,24,1116
1493,1534,0.46,0,30,1528
1209,1149,0.56,3,50,1228
1965,1954,0.68,1,56,1991
1665,1650,0.53,0,8,1674
1551,1555,0.28,0,48,1502
1142,1138,0.81,8,23,1424
1016,1127,0.49,0,39,1126
1104,1159,0.76,3,30,1288
1062,1106,0.53,1,35,1140
1482,1618,0.6,0,34,1633
1354,1399,0.24,0,39,1360
1724,1602,0.23,0,10,1582
1815,1901,0.47,0,12,1916
1611,1624,0.93,7,41,1898
1312,1391,0.36,0,8,1390
1239,1135,0.8,0,46,1160
807,689,0.75,3,53,796
1310,1200,0.23,0,5,1180
929,850,0.83,2,49,940
1679,1549,0.62,0,35,1567
1391,1394,0.43,0,8,1404
859,836,0.63,3,40,946
1008,1030,0.61,3,42,1136
1724,1729,0.25,0,59,1672
1660,1538,0.35,0,18,1516
1657,1784,0.86,8,9,2098
1467,1561,0.4,0,5,1566
876,963,0.57,1,59,984
932,880,0.94,5,55,1076
1526,1415,0.93,5,11,1650
1627,1627,0.63,0,47,1626
911,848,0.23,0,40,808
1139,1262,0.32,0,38,1235
1493,1587,0.85,7,47,1830
884,954,0.87,6,60,1170
1777,1775,0.51,1,55,1786
1183,1315,0.72,0,46,1328
1359,1321,0.73,1,57,1366
1229,1263,0.28,0,51,1210
1741,1634,0.45,0,57,1606
1405,1459,0.6,2,39,1534
1951,2047,0.76,1,7,2136
1366,1313,0.49,0,18,1312
1943,2045,0.48,0,19,2042
945,877,0.23,0,50,816
1047,1097,0.63,1,34,1146
1404,1476,0.43,0,54,1446
1147,1068,0.32,0,56,1021
878,809,0.55,2,40,876
904,885,0.21,0,34,842
809,918,1.0,4,52,1093
929,849,0.73,3,15,974
1254,1292,0.85,7,60,1534
1949,1806,0.62,3,14,1934
921,1043,0.29,0,38,1012
947,1066,0.57,1,40,1106
1674,1798,0.63,3,7,1928
1835,1975,0.74,3,23,2101
1927,1914,0.55,3,18,2012
1833,1909,0.8,0,30,1954
1777,1659,0.79,0,40,1702
1886,1836,0.53,0,38,1840
934,911,0.36,0,24,890
1205,1122,0.88,4,10,1319
912,798,0.78,3,46,910
1030,1097,0.75,1,49,1144
1663,1595,0.29,0,45,1564
1571,1536,0.64,2,16,1617
1372,1293,0.8,3,44,1428
1196,1340,0.91,7,31,1612
1612,1670,0.45,0,5,1682
1485,1623,0.88,8,25,1920
1224,1347,0.78,2,24,1449
1435,1556,0.58,3,57,1638
1905,1839,0.64,0,5,1880
1309,1280,0.81,3,13,1436
1475,1495,0.81,6,23,1722
1588,1517,0.87,3,10,1682
1801,1823,0.51,3,45,1914
939,916,0.8,3,30,1051
878,889,0.99,4,53,1062
1780,1871,0.54,1,49,1887
1715,1621,0.66,2,47,1685
1079,1070,0.55,3,18,1168
895,753,0.76,1,38,822
1462,1593,0.92,5,27,1806
870,821,0.55,1,55,838
1712,1565,0.94,8,22,1871
1403,1548,0.32,0,54,1501
1853,1982,0.44,0,32,1973
1157,1177,0.37,0,43,1158
1869,1998,0.43,0,44,1988
1453,1461,0.38,0,13,1463
1831,1909,0.78,0,14,1971
1951,1829,0.67,1,39,1884
902,854,0.67,1,59,890
1984,2044,0.35,0,40,2022
1974,1839,0.61,2,27,1916
1021,972,0.28,0,47,919
1093,1087,0.85,7,41,1350
1199,1086,0.75,2,25,1184
1894,1943,0.97,4,20,2134
1172,1205,0.46,0,5,1219
942,883,0.78,0,40,925
1579,1474,0.51,1,20,1506
1569,1597,0.57,3,12,1718
871,976,0.32,0,24,949
1988,1942,0.97,2,11,2092
1382,1435,0.93,7,14,1730
1678,1762,0.99,2,45,1896
1282,1276,0.92,4,54,1439
1588,1525,0.73,3,40,1650
1179,1206,0.68,3,6,1343
960,847,0.54,0,46,833
1332,1218,0.93,8,50,1502
1053,913,0.39,0,47,876
1688,1703,0.98,8,9,2035
1614,1757,0.7,0,8,1807
1239,1143,0.63,1,5,1212
858,768,0.98,3,40,930
1431,1464,0.78,0,58,1486
976,934,1.0,5,47,1139
1318,1331,0.42,0,56,1299
1812,1753,0.36,0,37,1732
1723,1803,0.97,5,49,2004
1455,1323,0.22,0,56,1261
1614,1466,0.52,3,28,1559
1837,1950,0.36,0,38,1929
1643,1633,0.52,0,21,1636
1899,1982,0.35,0,42,1960
1172,1299,0.54,2,58,1345
1736,1678,0.72,3,11,1821
1760,1626,0.89,3,23,1774
1631,1607,0.99,4,5,1820
1604,1699,0.49,0,26,1698
1056,1206,0.5,0,25,1206
1251,1117,0.98,2,35,1249
1289,1211,0.27,0,28,1176
1610,1560,0.8,1,28,1635
1662,1745,0.92,4,35,1928
1759,1863,0.86,8,38,2157
1938,1997,0.52,0,45,2000
1018,918,0.41,0,40,904
1077,989,0.97,8,49,1280
1584,1465,0.36,0,14,1464
982,864,0.49,0,50,842
1259,1234,0.72,3,37,1357
1769,1758,0.73,1,9,1842
1289,1238,0.22,0,50,1176
1716,1603,0.96,8,43,1912
1136,1074,0.94,6,35,1320
1998,2002,0.83,5,56,2182
1237,1190,0.86,3,48,1314
1672,1653,0.65,1,29,1706
1096,999,0.75,3,25,1126
1432,1582,0.91,5,52,1774
1136,1060,0.26,0,14,1044
1435,1419,0.49,0,44,1418
1716,1853,0.37,0,48,1814
1566,1468,0.84,2,28,1579
1249,1272,0.45,0,14,1284
1505,1390,0.37,0,39,1370
814,671,0.75,1,48,718
1311,1185,0.98,8,51,1477
944,861,0.43,0,10,870
1483,1396,0.51,3,41,1488
1797,1854,0.83,5,14,2074
963,847,0.47,0,58,822
1256,1148,0.43,0,46,1118
1801,1879,0.7,0,39,1909
910,1054,0.59,0,36,1068
995,951,0.55,3,25,1048
1233,1335,0.44,0,57,1306
1285,1255,0.73,3,13,1400
802,905,0.31,0,48,856
1628,1480,0.45,0,32,1472
1446,1383,0.24,0,35,1344
1118,1264,0.64,3,41,1375
961,960,0.83,7,33,1220
1280,1353,0.73,0,47,1368
967,978,0.24,0,23,939
1291,1147,0.59,3,29,1250
1706,1738,0.8,2,49,1823
1245,1244,0.23,0,43,1204
1705,1660,0.47,0,60,1636
1861,1802,0.38,0,16,1784
1970,2118,0.83,2,16,2228
1745,1691,0.57,0,24,1702
1445,1528,0.87,4,53,1684
1897,1752,0.43,0,13,1762
1087,1033,0.5,0,9,1053
1729,1705,0.38,0,33,1687
1848,1918,1.0,5,40,2143
891,751,0.31,0,37,722
1175,1197,0.53,0,28,1202
1488,1370,0.31,0,23,1342
1212,1281,0.49,0,37,1280
958,886,0.28,0,41,853
1733,1624,0.39,0,43,1608
1854,2004,0.53,2,30,2068
1186,1292,0.68,0,24,1319
1554,1538,0.56,0,27,1547
936,899,0.43,0,46,868
1643,1646,0.99,7,11,1950
1143,1182,0.42,0,7,1190
1622,1728,0.7,3,55,1828
1355,1453,0.56,3,58,1532
1552,1426,0.7,2,25,1516
1713,1777,0.26,0,21,1741
1267,1144,0.72,3,44,1267
1651,1791,0.64,0,53,1792
1527,1580,0.67,3,54,1676
1595,1634,0.76,1,40,1703
1641,1515,0.21,0,31,1472
1682,1542,0.93,2,37,1666
874,838,0.76,3,40,967
1552,1406,0.24,0,6,1387
983,1001,0.37,0,45,982
1573,1650,0.62,2,29,1728
1632,1668,0.78,0,29,1710
1689,1570,0.56,3,35,1669
1971,1905,0.96,4,33,2094
1696,1826,0.81,6,57,2032
1128,1214,0.84,5,16,1415
1327,1306,0.37,0,49,1266
1332,1242,0.5,0,33,1242
977,1108,0.55,0,21,1116
1714,1656,0.89,2,51,1754
1435,1431,0.41,0,40,1418
1644,1723,0.26,0,32,1687
1717,1847,0.52,1,53,1860
1194,1236,0.92,8,37,1539
1382,1475,0.26,0,45,1439
803,812,0.65,0,38,834
1962,1856,0.47,0,46,1832
1586,1544,0.7,2,48,1614
1510,1378,0.68,2,42,1465
1526,1385,0.26,0,26,1349
1895,2026,0.53,2,9,2110
1680,1551,0.36,0,53,1510
1737,1789,0.89,4,15,1968
1227,1350,0.46,0,48,1324
1625,1590,0.85,6,16,1822
1648,1514,0.64,1,26,1565
1951,1985,0.39,0,27,1968
1424,1558,0.97,6,39,1808
1564,1443,0.87,3,38,1588
1404,1395,0.91,8,15,1696
1397,1318,0.43,0,47,1288
932,1014,0.27,0,22,980
1516,1431,0.28,0,5,1418
962,909,0.68,3,33,1026
841,933,0.92,7,16,1206
1306,1308,0.91,7,55,1560
825,683,0.29,0,58,632
1363,1496,0.52,1,45,1529
897,999,0.86,2,11,1133
1800,1817,0.42,0,54,1785
1244,1321,0.65,3,7,1454
1442,1459,0.41,0,56,1426
1825,1933,0.77,3,36,2064
1327,1369,0.75,0,57,1386
1806,1764,0.33,0,25,1738
1237,1163,0.33,0,38,1138
1118,1079,0.48,0,33,1076
1414,1526,0.54,3,25,1622
1614,1729,0.99,6,43,1982
1052,1094,0.39,0,31,1078
1048,974,0.78,3,54,1086
881,879,0.93,6,9,1144
860,927,0.54,0,19,933
1177,1034,0.75,3,45,1162
1885,2025,0.46,0,25,2019
1036,942,0.51,0,40,944
1324,1258,0.35,0,8,1256
1817,1843,0.94,4,25,2029
1950,1936,0.84,4,48,2087
949,848,0.36,0,48,807
1779,1793,0.98,3,21,1955
1736,1728,0.58,0,27,1740
1179,1287,0.6,1,52,1312
1896,1946,0.99,7,47,2210
1980,1937,0.69,2,60,2006
1462,1321,0.94,4,13,1527
1659,1683,0.94,7,36,1959
1228,1200,0.72,2,58,1273
842,889,0.29,0,43,858
959,953,0.44,0,29,944
1797,1728,0.97,2,25,1858
1137,1238,0.28,0,26,1205
1611,1738,0.52,2,29,1801
1453,1478,0.86,2,59,1572
898,845,0.71,1,30,906
1283,1337,0.27,0,59,1282
1701,1808,0.69,3,58,1906
1894,2010,0.84,5,46,2191
1600,1539,0.24,0,23,1500
1525,1385,0.42,0,55,1353
844,843,0.81,6,45,1070
1100,1215,0.3,0,27,1185
916,1057,0.22,0,22,1015
1819,1828,0.24,0,19,1789
1388,1387,0.2,0,37,1342
1570,1514,0.71,3,50,1616
1876,1935,0.57,2,58,1986
1188,1110,0.78,0,39,1152
1966,1914,0.5,0,9,1934
1877,1850,0.27,0,9,1836
811,780,0.56,0,19,789
1510,1366,0.78,0,48,1388
1029,898,0.36,0,43,877
1164,1127,0.35,0,6,1124
1980,2078,0.93,8,30,2382
1171,1160,0.67,1,13,1236
1060,1104,0.81,8,24,1390
1515,1460,0.28,0,29,1427
1194,1045,0.24,0,59,986
815,887,0.48,0,5,904
1815,1907,0.62,3,8,2035
1554,1657,0.74,3,13,1803
1383,1518,0.33,0,34,1492
1969,1830,0.23,0,57,1770
1912,1891,0.82,6,18,2119
1590,1727,0.82,8,35,2015
898,1036,0.93,5,32,1250
842,832,0.73,3,20,956
962,900,0.41,0,48,866
1579,1503,0.76,0,13,1562
1596,1708,0.62,3,58,1796
1244,1142,0.3,0,12,1132
1764,1814,0.51,2,24,1876
1222,1154,0.7,0,39,1184
968,879,0.85,2,47,972
841,758,1.0,2,27,893
1091,1105,0.91,8,56,1386
1657,1674,0.25,0,54,1616
1412,1538,0.95,4,34,1726
1678,1749,0.83,2,45,1858
1481,1598,0.35,0,20,1576
1219,1165,0.64,1,29,1216
1257,1278,0.93,4,16,1462
1947,2004,0.31,0,32,1976
1191,1156,0.32,0,40,1129
1672,1708,0.87,5,27,1914
1136,1239,0.78,3,5,1391
1692,1681,0.92,5,57,1874
1487,1392,0.44,0,25,1383
1554,1694,0.42,0,56,1662
1095,1121,0.7,0,55,1131
1791,1941,0.3,0,51,1891
1143,1111,0.74,0,35,1147
1878,1913,0.73,1,27,1978
1313,1352,0.26,0,6,1336
1453,1339,0.75,3,43,1466
1580,1464,0.66,0,11,1508
1478,1568,0.21,0,50,1504
1617,1636,0.47,0,41,1632
1316,1414,0.36,0,7,1413
1497,1446,0.55,3,49,1524
1570,1706,0.82,2,17,1814
1258,1319,0.35,0,56,1276
